Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,City,Zip Code,State,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date,Year,Month,Month Name,Quarter,Shipping Days,Profit Margin %,Year-Month
5491,38950,2014-07-01,Not Specified,39,74.0,0.08,Regular Air,-20.6,1.89,0.76,Nora Price,Suffolk,23434,Virginia,South,Small Business,Office Supplies,Rubber Bands,Revere Boxed Rubber Bands by Revere,Wrap Bag,0.83,2014-07-02,2014,7,July,Q3,1,-27.837837837837842,2014-07
5984,42403,2012-06-19,Not Specified,47,121.2,0.1,Regular Air,-20.2,2.78,1.25,Nick Zandusky,Tucker,30084,Georgia,South,Small Business,Office Supplies,Pens & Art Supplies,Newell 318,Wrap Bag,0.59,2012-06-20,2012,6,June,Q2,1,-16.666666666666664,2012-06
3585,25571,2015-08-18,Critical,42,3749.0,0.08,Regular Air,-1032.13,89.83,35.0,Cathy Armstrong,Pueblo West,81007,Colorado,West,Consumer,Office Supplies,Storage & Organization,Fellowes Officeware™ Wire Shelving,Large Box,0.83,2015-08-20,2015,8,August,Q3,2,-27.530808215524143,2015-08
3509,24996,2014-09-24,Critical,36,1793.24,0.01,Regular Air,739.36,46.89,5.1,Roy Phan,Burien,98146,Washington,West,Consumer,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,Medium Box,0.46,2014-09-25,2014,9,September,Q3,1,41.230398608106,2014-09
8085,57669,2013-08-07,Critical,41,1803.12,0.0,Regular Air,544.93,40.98,5.33,Cyra Reiten,Hacienda Heights,91745,California,West,Consumer,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,Small Box,0.57,2013-08-08,2013,8,August,Q3,1,30.221504946980787,2013-08
7095,50656,2012-10-24,Critical,42,194.2,0.0,Regular Air,-139.13,4.37,5.15,Patrick Bzostek,Davis,95616,California,West,Consumer,Office Supplies,Appliances,"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",Small Box,0.59,2012-10-26,2012,10,October,Q4,2,-71.64263645726055,2012-10
1343,9824,2014-01-21,Critical,5,21.56,0.0,Regular Air,2.75,4.13,0.5,Thomas Thornton,Escondido,92025,California,West,Consumer,Office Supplies,Labels,Avery 506,Small Box,0.39,2014-01-23,2014,1,January,Q1,2,12.755102040816327,2014-01
7485,53443,2014-10-07,Critical,3,19.46,0.01,Regular Air,-2.01,6.3,0.5,Jenna Caffey,Klamath Falls,97601,Oregon,West,Consumer,Office Supplies,Labels,Avery 51,Small Box,0.39,2014-10-09,2014,10,October,Q4,2,-10.328879753340184,2014-10
1450,10464,2012-08-09,Critical,23,121.73,0.01,Regular Air,-69.07,4.98,6.07,Brendan Sweed,Seattle,98115,Washington,West,Consumer,Office Supplies,Paper,Xerox 1897,Small Box,0.36,2012-08-10,2012,8,August,Q3,1,-56.740326953092904,2012-08
5475,38887,2012-10-23,Critical,25,378.9,0.02,Regular Air,28.458,14.45,7.17,Trudy Bell,Coos Bay,97420,Oregon,West,Consumer,Office Supplies,Binders and Binder Accessories,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Small Box,0.38,2012-10-24,2012,10,October,Q4,1,7.510688836104514,2012-10
1722,12356,2015-10-18,Critical,39,243.05,0.02,Regular Air,-70.85,5.98,5.35,Yoseph Carroll,Pullman,99163,Washington,West,Consumer,Office Supplies,Paper,Xerox 1947,Small Box,0.4,2015-10-21,2015,10,October,Q4,3,-29.150380580127543,2015-10
3469,24705,2014-09-14,Critical,34,260.51,0.03,Regular Air,-127.5235,7.3,7.72,Annie Thurman,Midvale,84047,Utah,West,Consumer,Office Supplies,Binders and Binder Accessories,"Angle-D Binders with Locking Rings, Label Holders",Small Box,0.38,2014-09-16,2014,9,September,Q3,2,-48.95147978964339,2014-09
5621,39813,2015-02-01,Critical,48,314.34,0.03,Regular Air,-130.5,6.48,6.6,Tonja Turnell,Lynnwood,98037,Washington,West,Consumer,Office Supplies,Paper,Xerox 21,Small Box,0.37,2015-02-02,2015,2,February,Q1,1,-41.515556403893875,2015-02
7484,53443,2014-10-07,Critical,35,1477.63,0.04,Regular Air,387.56,42.98,4.62,Jenna Caffey,Klamath Falls,97601,Oregon,West,Consumer,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,Small Box,0.56,2014-10-08,2014,10,October,Q4,1,26.228487510405174,2014-10
5933,42083,2014-12-10,Critical,36,236.89,0.04,Regular Air,-86.3,6.48,6.22,Sue Ann Reed,Caldwell,83605,Idaho,West,Consumer,Office Supplies,Paper,Xerox 1894,Small Box,0.37,2014-12-12,2014,12,December,Q4,2,-36.43041073916164,2014-12
4634,32994,2015-09-16,Critical,34,226.41,0.05,Regular Air,-164.89,6.48,8.73,Tonja Turnell,Lynnwood,98037,Washington,West,Consumer,Office Supplies,Paper,Xerox 227,Small Box,0.37,2015-09-16,2015,9,September,Q3,0,-72.82805529791086,2015-09
3999,28544,2015-08-28,Critical,24,68.5,0.07,Regular Air,2.686,2.78,1.49,Annie Thurman,Midvale,84047,Utah,West,Consumer,Office Supplies,Binders and Binder Accessories,Wilson Jones Suede Grain Vinyl Binders,Small Box,0.36,2015-08-29,2015,8,August,Q3,1,3.9211678832116785,2015-08
7525,53762,2015-06-01,Critical,28,136.16,0.07,Regular Air,58.1,4.98,0.49,Ivan Liston,La Quinta,92253,California,West,Consumer,Office Supplies,Labels,Avery White Multi-Purpose Labels,Small Box,0.39,2015-06-02,2015,6,June,Q2,1,42.670387779083434,2015-06
4513,32129,2014-07-01,Critical,20,129.27,0.07,Regular Air,-105.15,6.48,8.74,Dave Kipp,Rancho Cucamonga,91730,California,West,Consumer,Office Supplies,Paper,Xerox 1984,Small Box,0.36,2014-07-02,2014,7,July,Q3,1,-81.34137851009515,2014-07
1635,11840,2012-08-13,Critical,43,181.5,0.08,Regular Air,-6.24,4.48,2.5,Yoseph Carroll,Pullman,99163,Washington,West,Consumer,Office Supplies,Envelopes,Ampad #10 Peel & Seel® Holiday Envelopes,Small Box,0.37,2012-08-14,2012,8,August,Q3,1,-3.43801652892562,2012-08
3318,23719,2013-07-24,Critical,17,122.74,0.08,Regular Air,-28.13,7.28,5.47,Brian Stugart,Manteca,95336,California,West,Consumer,Office Supplies,Paper,Southworth Structures Collection™,Small Box,0.35,2013-07-26,2013,7,July,Q3,2,-22.91836402150888,2013-07
7931,56676,2015-10-25,Critical,39,206.47,0.08,Regular Air,-107.2,5.28,5.66,Dave Kipp,Rancho Cucamonga,91730,California,West,Consumer,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Small Box,0.4,2015-10-26,2015,10,October,Q4,1,-51.920375841526614,2015-10
8041,57444,2014-05-13,Critical,24,178.92,0.09,Regular Air,-56.1085,7.68,6.16,Barry Pond,Lawndale,90260,California,West,Consumer,Office Supplies,Binders and Binder Accessories,GBC VeloBinder Strips,Small Box,0.35,2014-05-14,2014,5,May,Q2,1,-31.359546165884193,2014-05
5284,37606,2013-02-21,Critical,41,148.99,0.03,Regular Air,-115.48,3.57,4.17,Patrick Bzostek,Danville,94526,California,West,Consumer,Office Supplies,Pens & Art Supplies,Barrel Sharpener,Small Pack,0.59,2013-02-23,2013,2,February,Q1,2,-77.50855762131687,2013-02
5934,42083,2014-12-10,Critical,33,68.42,0.05,Regular Air,-57.97,2.08,2.56,Sue Ann Reed,Caldwell,83605,Idaho,West,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Kleencut® Forged Office Shears by Acme United Corporation,Small Pack,0.55,2014-12-10,2014,12,December,Q4,0,-84.72668810289389,2014-12
7575,54180,2015-10-22,Critical,43,913.99,0.08,Regular Air,-57.75,21.38,8.99,Jill Matthias,Laguna Hills,92653,California,West,Consumer,Office Supplies,Pens & Art Supplies,Boston 1730 StandUp Electric Pencil Sharpener,Small Pack,0.59,2015-10-24,2015,10,October,Q4,2,-6.3184498736310015,2015-10
7443,53060,2013-03-21,Critical,4,38.58,0.02,Regular Air,-2.82,9.11,2.15,Eric Barreto,Inglewood,90301,California,West,Consumer,Office Supplies,Paper,"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""",Wrap Bag,0.4,2013-03-23,2013,3,March,Q1,2,-7.309486780715396,2013-03
7486,53443,2014-10-07,Critical,22,148.8,0.04,Regular Air,52.08,6.47,1.22,Jenna Caffey,Klamath Falls,97601,Oregon,West,Consumer,Office Supplies,Pens & Art Supplies,"Staples Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Wrap Bag,0.4,2014-10-08,2014,10,October,Q4,1,35.0,2014-10
5285,37606,2013-02-21,Critical,21,70.66,0.06,Regular Air,-57.84,3.28,3.97,Patrick Bzostek,Danville,94526,California,West,Consumer,Office Supplies,Pens & Art Supplies,Newell 342,Wrap Bag,0.56,2013-02-23,2013,2,February,Q1,2,-81.85677894140959,2013-02
3885,27746,2013-12-03,Critical,42,196.1,0.07,Regular Air,71.65,4.76,0.88,Jenna Caffey,Klamath Falls,97601,Oregon,West,Consumer,Office Supplies,Paper,Wirebound Voice Message Log Book,Wrap Bag,0.39,2013-12-04,2013,12,December,Q4,1,36.537480877103526,2013-12
5476,38887,2012-10-23,Critical,50,264.05,0.07,Regular Air,25.05,5.58,1.99,Trudy Bell,Coos Bay,97420,Oregon,West,Consumer,Office Supplies,Pens & Art Supplies,DIXON Ticonderoga® Erasable Checking Pencils,Wrap Bag,0.46,2012-10-25,2012,10,October,Q4,2,9.486839613709524,2012-10
6225,44069,2012-01-02,Critical,43,614.8,0.08,Regular Air,247.79,15.04,1.97,Elizabeth Moffitt,Montebello,90640,California,West,Consumer,Office Supplies,Paper,White GlueTop Scratch Pads,Wrap Bag,0.39,2012-01-02,2012,1,January,Q1,0,40.30416395575797,2012-01
1280,9286,2014-04-02,Critical,26,123.16,0.1,Regular Air,45.79,4.98,0.8,Tonja Turnell,Longview,98632,Washington,West,Consumer,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,Wrap Bag,0.36,2014-04-04,2014,4,April,Q2,2,37.17927898668399,2014-04
1344,9824,2014-01-21,Critical,43,115.81,0.1,Regular Air,-1.49,2.88,1.01,Thomas Thornton,Escondido,92025,California,West,Consumer,Office Supplies,Pens & Art Supplies,"Sanford Colorific Colored Pencils, 12/Box",Wrap Bag,0.55,2014-01-23,2014,1,January,Q1,2,-1.2865901044814783,2014-01
4681,33317,2012-05-10,High,35,203.35,0.08,Regular Air,-1605.73,4.48,49.0,Jay Fine,Sacramento,95823,California,West,Consumer,Office Supplies,Appliances,Hoover Portapower™ Portable Vacuum,Large Box,0.6,2012-05-12,2012,5,May,Q2,2,-789.6385542168675,2012-05
6337,44935,2013-11-16,High,39,9362.73,0.0,Regular Air,2766.29,232.58,19.99,Arthur Gainer,Santa Fe,87505,New Mexico,West,Consumer,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty™ Dirt Cup,Small Box,0.59,2013-11-17,2013,11,November,Q4,1,29.545762827722257,2013-11
4868,34659,2015-11-19,High,42,259.43,0.0,Regular Air,-52.5205,5.77,4.97,Cindy Chapman,Phoenix,85023,Arizona,West,Consumer,Office Supplies,Binders and Binder Accessories,Avery Binding System Hidden Tab™ Executive Style Index Sets,Small Box,0.35,2015-11-21,2015,11,November,Q4,2,-20.24457464441275,2015-11
1087,8001,2013-11-18,High,47,1059.72,0.01,Regular Air,112.22,20.98,5.42,Charles Crestani,Santa Clara,95051,California,West,Consumer,Office Supplies,Storage & Organization,Acco Perma® 3000 Stacking Storage Drawers,Small Box,0.66,2013-11-20,2013,11,November,Q4,2,10.5895897029404,2013-11
8273,59170,2012-02-17,High,44,242.46,0.02,Regular Air,9.299,5.34,2.99,Frank Merwin,West Valley City,84120,Utah,West,Consumer,Office Supplies,Binders and Binder Accessories,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Small Box,0.38,2012-02-18,2012,2,February,Q1,1,3.8352717974098818,2012-02
6784,48321,2013-07-28,High,31,5875.66,0.02,Regular Air,1856.12,178.47,19.99,Tim Brockman,Twin Falls,83301,Idaho,West,Consumer,Office Supplies,Storage & Organization,"Hot File® 7-Pocket, Floor Stand",Small Box,0.55,2013-07-29,2013,7,July,Q3,1,31.589983082751555,2013-07
4682,33317,2012-05-10,High,18,44.52,0.03,Regular Air,-90.5855,2.16,6.05,Jay Fine,Sacramento,95823,California,West,Consumer,Office Supplies,Binders and Binder Accessories,Peel & Stick Add-On Corner Pockets,Small Box,0.37,2012-05-11,2012,5,May,Q2,1,-203.47147349505838,2012-05
7678,55040,2012-04-11,High,34,290.01,0.03,Regular Air,-160.2755,8.04,8.94,Dave Kipp,Redlands,92374,California,West,Consumer,Office Supplies,Binders and Binder Accessories,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Small Box,0.4,2012-04-13,2012,4,April,Q2,2,-55.265508085928076,2012-04
4683,33317,2012-05-10,High,5,58.9,0.03,Regular Air,-36.9,9.71,9.45,Jay Fine,Sacramento,95823,California,West,Consumer,Office Supplies,Storage & Organization,Filing/Storage Totes and Swivel Casters,Small Box,0.6,2012-05-10,2012,5,May,Q2,0,-62.64855687606112,2012-05
7283,51969,2014-09-03,High,16,196.98,0.04,Regular Air,-5.76,12.28,6.47,Irene Maddox,Palm Springs,92262,California,West,Consumer,Office Supplies,Paper,Xerox 1881,Small Box,0.38,2014-09-03,2014,9,September,Q3,0,-2.924154736521474,2014-09
6474,46053,2015-09-13,High,25,1458.83,0.05,Regular Air,392.76,60.22,3.5,Ken Lonsdale,West Linn,97068,Oregon,West,Consumer,Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Small Box,0.57,2015-09-14,2015,9,September,Q3,1,26.922945099840284,2015-09
8097,57766,2013-04-29,High,17,517.98,0.05,Regular Air,-85.32,30.53,19.99,Julia Dunbar,Billings,59102,Montana,West,Consumer,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Small Box,0.39,2013-05-02,2013,4,April,Q2,3,-16.471678443183134,2013-04
1213,8902,2014-06-18,High,27,180.46,0.05,Regular Air,-57.62,6.48,5.94,Georgia Rosenberg,West Valley City,84120,Utah,West,Consumer,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Small Box,0.37,2014-06-20,2014,6,June,Q2,2,-31.929513465587938,2014-06
7676,55040,2012-04-11,High,8,292.38,0.05,Regular Air,6.11,35.51,6.31,Dave Kipp,Rancho Cucamonga,91730,California,West,Consumer,Office Supplies,Storage & Organization,Steel Personal Filing/Posting Tote,Small Box,0.58,2012-04-13,2012,4,April,Q2,2,2.0897462206717288,2012-04
3880,27715,2014-09-18,High,12,94.52,0.06,Regular Air,-36.225,7.45,6.28,Darrin Sayre,Modesto,95351,California,West,Consumer,Office Supplies,Binders and Binder Accessories,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Small Box,0.4,2014-09-20,2014,9,September,Q3,2,-38.32522217520102,2014-09
6199,43909,2012-01-07,High,46,737.25,0.08,Regular Air,-199.134,15.99,13.18,Chloris Kastensmidt,Las Vegas,89115,Nevada,West,Consumer,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Small Box,0.37,2012-01-08,2012,1,January,Q1,1,-27.010376398779247,2012-01
7341,52293,2014-04-14,High,4,31.14,0.08,Regular Air,-14.59,6.48,5.86,Ken Lonsdale,West Linn,97068,Oregon,West,Consumer,Office Supplies,Paper,Xerox 1904,Small Box,0.36,2014-04-15,2014,4,April,Q2,1,-46.8529222864483,2014-04
2665,19264,2014-09-28,High,40,161.72,0.09,Regular Air,-134.711,3.98,5.26,Ivan Liston,La Quinta,92253,California,West,Consumer,Office Supplies,Binders and Binder Accessories,Ibico Presentation Index for Binding Systems,Small Box,0.38,2014-09-30,2014,9,September,Q3,2,-83.29891169923324,2014-09
1111,8161,2012-06-02,High,45,112.72,0.09,Regular Air,39.19,2.61,0.5,Giulietta Dortch,Menlo Park,94025,California,West,Consumer,Office Supplies,Labels,Avery 494,Small Box,0.39,2012-06-04,2012,6,June,Q2,2,34.76756564939673,2012-06
2948,21346,2014-06-06,High,46,400.49,0.09,Regular Air,-237.89,9.06,9.86,Joni Wasserman,Tracy,95376,California,West,Consumer,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Small Box,0.4,2014-06-06,2014,6,June,Q2,0,-59.39973532422782,2014-06
2172,15622,2014-08-24,High,21,135.99,0.09,Regular Air,-129.24,6.48,9.68,Cathy Armstrong,Pueblo West,81007,Colorado,West,Consumer,Office Supplies,Paper,Xerox 1993,Small Box,0.36,2014-08-25,2014,8,August,Q3,1,-95.03639973527466,2014-08
6382,45346,2015-11-15,High,37,692.15,0.09,Regular Air,150.38,19.98,5.97,Bobby Odegard,Carson City,89701,Nevada,West,Consumer,Office Supplies,Paper,Xerox 1936,Small Box,0.38,2015-11-15,2015,11,November,Q4,0,21.726504370439933,2015-11
5959,42306,2015-09-14,High,4,36.46,0.1,Regular Air,-7.406000000000001,8.69,2.99,Maureen Gastineau,Claremont,91711,California,West,Consumer,Office Supplies,Binders and Binder Accessories,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Small Box,0.39,2015-09-16,2015,9,September,Q3,2,-20.312671420735054,2015-09
8032,57381,2012-08-06,High,13,515.23,0.1,Regular Air,171.4025,41.94,2.99,Paul Van Hugh,Menlo Park,94025,California,West,Consumer,Office Supplies,Binders and Binder Accessories,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Small Box,0.35,2012-08-07,2012,8,August,Q3,1,33.26718164703142,2012-08
4171,29569,2014-07-02,High,29,520.13,0.1,Regular Air,127.55,18.97,5.21,Raymond Book,Bothell,98011,Washington,West,Consumer,Office Supplies,Paper,Xerox 1887,Small Box,0.37,2014-07-04,2014,7,July,Q3,2,24.522715474977407,2014-07
5142,36647,2012-06-29,High,18,174.62,0.1,Regular Air,-119.77,9.71,9.45,Christy Brittain,Santa Rosa,95404,California,West,Consumer,Office Supplies,Storage & Organization,Filing/Storage Totes and Swivel Casters,Small Box,0.6,2012-07-02,2012,6,June,Q2,3,-68.58893597526055,2012-06
6378,45284,2015-01-06,High,7,91.43,0.0,Regular Air,-42.98,11.66,8.99,Roger Demir,Boise,83701,Idaho,West,Consumer,Office Supplies,Pens & Art Supplies,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Small Pack,0.59,2015-01-07,2015,1,January,Q1,1,-47.00864048999234,2015-01
7134,50882,2013-08-30,High,37,366.84,0.08,Regular Air,-50.1,10.23,4.68,Trudy Bell,Coos Bay,97420,Oregon,West,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Box Cutter Scissors,Small Pack,0.59,2013-08-30,2013,8,August,Q3,0,-13.657180242067387,2013-08
7677,55040,2012-04-11,High,24,191.79,0.1,Regular Air,-6.34,8.34,2.64,Dave Kipp,Redding,96003,California,West,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Elite Stainless Steel Scissors,Small Pack,0.59,2012-04-11,2012,4,April,Q2,0,-3.305698941550654,2012-04
4107,29221,2015-05-29,High,41,325.33,0.0,Regular Air,-41.75,7.64,5.83,Jay Fine,Sacramento,95823,California,West,Consumer,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Wrap Bag,0.36,2015-06-01,2015,5,May,Q2,3,-12.833123290197646,2015-05
5217,37125,2013-01-13,High,46,72.18,0.0,Regular Air,11.83,1.48,0.7,Sanjit Jacobs,Louisville,80027,Colorado,West,Consumer,Office Supplies,Rubber Bands,Binder Clips by OIC,Wrap Bag,0.37,2013-01-14,2013,1,January,Q1,1,16.389581601551676,2013-01
5140,36647,2012-06-29,High,21,179.98,0.01,Regular Air,38.7,7.89,2.82,Christy Brittain,Santa Rosa,95404,California,West,Consumer,Office Supplies,Rubber Bands,"Staples Vinyl Coated Paper Clips, 800/Box",Wrap Bag,0.4,2012-06-30,2012,6,June,Q2,1,21.50238915435049,2012-06
5766,40933,2015-05-27,High,37,95.43,0.06,Regular Air,-103.96,2.52,4.28,Jenna Caffey,Klamath Falls,97601,Oregon,West,Consumer,Office Supplies,Pens & Art Supplies,"Binney & Smith inkTank™ Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Wrap Bag,0.44,2015-05-28,2015,5,May,Q2,1,-108.93848894477627,2015-05
8033,57381,2012-08-06,High,22,41.65,0.06,Regular Air,-13.86,1.98,0.7,Paul Van Hugh,Menlo Park,94025,California,West,Consumer,Office Supplies,Rubber Bands,"Brites Rubber Bands, 1 1/2 oz. Box",Wrap Bag,0.83,2012-08-06,2012,8,August,Q3,0,-33.27731092436974,2012-08
2666,19264,2014-09-28,High,23,107.75,0.07,Regular Air,24.17,4.73,1.52,Ivan Liston,La Quinta,92253,California,West,Consumer,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Wrap Bag,0.36,2014-09-29,2014,9,September,Q3,1,22.431554524361953,2014-09
3991,28485,2015-01-11,High,12,49.18,0.07,Regular Air,0.58,4.28,0.94,Giulietta Dortch,Temecula,92592,California,West,Consumer,Office Supplies,Pens & Art Supplies,Newell 336,Wrap Bag,0.56,2015-01-11,2015,1,January,Q1,0,1.1793411956079707,2015-01
5141,36647,2012-06-29,High,16,55.44,0.09,Regular Air,-21.91,3.68,1.32,Christy Brittain,Santa Rosa,95404,California,West,Consumer,Office Supplies,"Scissors, Rulers and Trimmers","*Staples* vLetter Openers, 2/Pack",Wrap Bag,0.83,2012-06-30,2012,6,June,Q2,1,-39.52020202020202,2012-06
6187,43846,2012-02-26,High,9,31.36,0.1,Regular Air,-8.28,3.6,2.2,Jill Matthias,Laguna Hills,92653,California,West,Consumer,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Wrap Bag,0.39,2012-02-27,2012,2,February,Q1,1,-26.403061224489793,2012-02
1086,8001,2013-11-18,High,15,37.7,0.1,Regular Air,-81.08,2.18,7.09,Charles Crestani,Santa Clara,95051,California,West,Consumer,Office Supplies,Paper,"Ampad® Evidence® Wirebond Steno Books, 6"" x 9""",Wrap Bag,0.38,2013-11-20,2013,11,November,Q4,2,-215.06631299734744,2013-11
6510,46336,2014-07-28,High,31,143.85,0.1,Regular Air,34.14,4.84,0.71,Carl Weiss,Henderson,89015,Nevada,West,Consumer,Office Supplies,Pens & Art Supplies,*Staples* Highlighting Markers,Wrap Bag,0.52,2014-07-30,2014,7,July,Q3,2,23.733055265901985,2014-07
1267,9221,2014-01-02,Low,9,79.64,0.03,Regular Air,-377.74,3.25,49.0,Christopher Conant,Tacoma,98408,Washington,West,Consumer,Office Supplies,Appliances,"Bravo II™ Megaboss® 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Large Box,0.56,2014-01-06,2014,1,January,Q1,4,-474.30939226519337,2014-01
1282,9344,2014-12-05,Low,18,1733.1,0.09,Regular Air,-505.69,95.99,35.0,Christy Brittain,Santa Monica,90405,California,West,Consumer,Office Supplies,Storage & Organization,Safco Industrial Wire Shelving,Large Box,0.52,2014-12-07,2014,12,December,Q4,2,-29.17835093185621,2014-12
7942,56740,2015-10-16,Low,29,23516.31,0.09,Regular Air,1094.74,832.81,24.49,Jay Fine,Salinas,93905,California,West,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Martin Yale Chadless Opener Electric Letter Opener,Medium Box,0.83,2015-10-20,2015,10,October,Q4,4,4.6552371524274,2015-10
7960,56869,2013-07-22,Low,10,842.19,0.0,Regular Air,157.45,80.98,4.5,Natalie Webber,Menlo Park,94025,California,West,Consumer,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Small Box,0.59,2013-07-24,2013,7,July,Q3,2,18.69530628480509,2013-07
1133,8289,2015-10-28,Low,38,572.74,0.0,Regular Air,53.312,14.45,7.17,Darren Koutras,Sparks,89431,Nevada,West,Consumer,Office Supplies,Binders and Binder Accessories,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Small Box,0.38,2015-10-28,2015,10,October,Q4,0,9.308237594720117,2015-10
2488,18119,2012-06-23,Low,37,347.84,0.0,Regular Air,-99.25,8.74,8.29,Trudy Bell,Coos Bay,97420,Oregon,West,Consumer,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Small Box,0.38,2012-06-25,2012,6,June,Q2,2,-28.533233670653175,2012-06
6870,48935,2013-01-06,Low,21,106.2,0.0,Regular Air,48.76,4.91,0.5,Jill Matthias,Laguna Hills,92653,California,West,Consumer,Office Supplies,Labels,Avery 508,Small Box,0.36,2013-01-08,2013,1,January,Q1,2,45.91337099811676,2013-01
4097,29187,2012-07-30,Low,10,75.58,0.0,Regular Air,-43.26,6.48,8.19,Rick Wilson,Woodburn,97071,Oregon,West,Consumer,Office Supplies,Paper,Xerox 217,Small Box,0.37,2012-08-06,2012,7,July,Q3,7,-57.237364382111664,2012-07
1406,10212,2013-05-22,Low,22,1276.17,0.0,Regular Air,564.22,55.48,6.79,Tonja Turnell,Longview,98632,Washington,West,Consumer,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Small Box,0.37,2013-05-26,2013,5,May,Q2,4,44.211978028005674,2013-05
2417,17542,2013-08-30,Low,37,105.99,0.01,Regular Air,43.37,2.88,0.5,Charles Crestani,Santa Clara,95051,California,West,Consumer,Office Supplies,Labels,Avery 49,Small Box,0.36,2013-09-01,2013,8,August,Q3,2,40.91895461836022,2013-08
7940,56711,2014-02-05,Low,25,1279.45,0.01,Regular Air,558.25,48.04,7.23,Trudy Bell,El Mirage,85335,Arizona,West,Consumer,Office Supplies,Paper,Xerox 1885,Small Box,0.37,2014-02-10,2014,2,February,Q1,5,43.6320293876275,2014-02
1266,9219,2012-09-27,Low,41,273.32,0.02,Regular Air,-48.68,6.48,5.14,Craig Leslie,Roy,84067,Utah,West,Consumer,Office Supplies,Paper,Xerox 23,Small Box,0.37,2012-09-29,2012,9,September,Q3,2,-17.810624908532123,2012-09
4094,29187,2012-07-30,Low,5,142.3,0.03,Regular Air,-24.1845,24.92,12.98,Rick Wilson,Woodburn,97071,Oregon,West,Consumer,Office Supplies,Binders and Binder Accessories,GBC Standard Therm-A-Bind Covers,Small Box,0.39,2012-08-03,2012,7,July,Q3,4,-16.99543218552354,2012-07
5593,39652,2015-05-04,Low,5,14.61,0.03,Regular Air,1.17,2.88,0.5,Valerie Takahito,Troutdale,97060,Oregon,West,Consumer,Office Supplies,Labels,Avery 504,Small Box,0.36,2015-05-06,2015,5,May,Q2,2,8.008213552361395,2015-05
1268,9221,2014-01-02,Low,25,1527.42,0.04,Regular Air,326.4,60.98,19.99,Christopher Conant,Tacoma,98408,Washington,West,Consumer,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Small Box,0.38,2014-01-06,2014,1,January,Q1,4,21.369367953804453,2014-01
3329,23808,2012-02-07,Low,30,630.14,0.04,Regular Air,108.0,19.98,8.68,Ed Braxton,Temecula,92592,California,West,Consumer,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,Small Box,0.37,2012-02-14,2012,2,February,Q1,7,17.139048465420384,2012-02
